nodo_eliminado,Ng/N,eficiencia_global
710,0.9989858012170385,0.4192579212641149
129,0.9969574036511156,0.4172195018354871
93,0.9959432048681541,0.41611290971502474
391,0.9949290060851927,0.41529966300905397
810,0.9939148073022313,0.4144519232480307
820,0.9929006085192698,0.4131247128610058
838,0.9918864097363083,0.41247758196245143
265,0.9908722109533469,0.41163763317007934
924,0.9898580121703854,0.4108493724781213
724,0.9888438133874239,0.41005970460678715
817,0.9878296146044625,0.4093735502220738
67,0.986815415821501,0.4085200787792528
438,0.9858012170385395,0.40748762098609453
244,0.9847870182555781,0.40660943810084366
623,0.9837728194726166,0.40581860330029457
624,0.9827586206896551,0.40497618336368196
359,0.9817444219066938,0.40417965120278004
689,0.9807302231237323,0.40353773716429564
958,0.9797160243407708,0.4028934892673547
390,0.9787018255578094,0.4019846573292201
86,0.9776876267748479,0.3994019683811571
619,0.9766734279918864,0.3986325844855019
668,0.9756592292089249,0.3980076938851291
831,0.9746450304259635,0.39738352403517496
849,0.973630831643002,0.39664705440796344
469,0.9726166328600405,0.3958363131676937
953,0.9716024340770791,0.39504966558376553
142,0.9705882352941176,0.3938965335801038
865,0.9695740365111561,0.39318573639586374
368,0.9685598377281948,0.39225236462255303
224,0.9675456389452333,0.3914160195822108
430,0.9665314401622718,0.39043916253451155
866,0.9655172413793104,0.3897269238494643
276,0.9645030425963489,0.3889535929873019
137,0.9614604462474645,0.3866778407470301
159,0.960446247464503,0.3857858949612274
606,0.9594320486815415,0.38514545674500056
408,0.9574036511156186,0.3836387108644786
987,0.9563894523326572,0.38289764216325967
103,0.9553752535496958,0.3819810878993607
894,0.9543610547667343,0.38137407877330054
294,0.9533468559837728,0.3805214996881464
440,0.9523326572008114,0.37945770641312165
940,0.9513184584178499,0.37878552085766576
298,0.9503042596348884,0.3779587858226906
901,0.9503042596348884,0.3779587858226906
854,0.949290060851927,0.3771807872436264
155,0.9482758620689655,0.376138513516367
959,0.947261663286004,0.3754926181899375
20,0.9462474645030426,0.3744918047716555
373,0.9452332657200812,0.3735376342009571
938,0.9442190669371197,0.3729466188695961
220,0.9432048681541582,0.3721368043084048
106,0.9421906693711968,0.3708657094885901
899,0.9411764705882353,0.3702327533479784
108,0.9401622718052738,0.3693355220592087
5,0.936105476673428,0.36537136051515334
1004,0.9350912778904665,0.3647895776532371
587,0.934077079107505,0.36406872428478876
609,0.9330628803245437,0.36337673525393793
77,0.9320486815415822,0.3625452295377254
42,0.9310344827586207,0.3615980605423871
969,0.9300202839756593,0.36097025261896293
458,0.9290060851926978,0.36006674050524523
85,0.9279918864097363,0.3592094250602754
191,0.9259634888438134,0.35759611108430067
397,0.9249492900608519,0.3567384867463066
41,0.922920892494929,0.35512534437755955
110,0.9219066937119675,0.35439319925277696
840,0.920892494929006,0.3536262178584645
232,0.9198782961460447,0.35246680502984823
342,0.9188640973630832,0.3515138013883724
414,0.9148073022312373,0.3495486239293573
741,0.9137931034482759,0.3489030718174102
869,0.9127789046653144,0.34828072100417473
791,0.9117647058823529,0.3476122421650931
909,0.9107505070993914,0.3468788957896396
350,0.9087221095334685,0.3455612267651205
581,0.907707910750507,0.34473864462533776
37,0.9066937119675457,0.34396685822833806
367,0.9056795131845842,0.34296625073873904
988,0.9046653144016227,0.34234039913782316
252,0.9036511156186613,0.34129747330307075
795,0.9026369168356998,0.34071287608244777
18,0.9016227180527383,0.33974127021626294
468,0.9006085192697769,0.33892699386685615
632,0.8995943204868154,0.3383567086899689
505,0.8985801217038539,0.337620444991446
847,0.8975659229208925,0.3368577537781084
510,0.896551724137931,0.3361359394091128
102,0.8955375253549696,0.33535025282573144
728,0.8945233265720081,0.33463193924441814
10,0.8935091277890467,0.3337503928573085
247,0.8924949290060852,0.3330881262002722
288,0.8914807302231237,0.3322222990362635
135,0.8904665314401623,0.33140400707745465
518,0.8894523326572008,0.3304857367411761
491,0.8884381338742393,0.3297522874013788
690,0.8874239350912779,0.32896522796010186
163,0.8864097363083164,0.328056293057624
279,0.8853955375253549,0.32730046613385094
1003,0.8843813387423936,0.32673433385215217
667,0.8833671399594321,0.32593114333040035
957,0.8823529411764706,0.3253119844118287
766,0.8813387423935092,0.32469986139004436
921,0.8803245436105477,0.3240231454034794
698,0.8793103448275862,0.32328602366875886
649,0.8782961460446247,0.32256856812363915
932,0.8772819472616633,0.3216388001023259
489,0.8762677484787018,0.32081120703117827
488,0.8752535496957403,0.3201446158717073
215,0.8732251521298174,0.31861017258279895
712,0.8711967545638946,0.3175259580463101
406,0.8701825557809331,0.316753656827581
117,0.8691683569979716,0.31597878150027053
841,0.8681541582150102,0.3153815539868501
673,0.8671399594320487,0.3148048506992145
123,0.8661257606490872,0.31399829667556645
199,0.8651115618661258,0.3131408439448054
747,0.8640973630831643,0.3123188109482053
567,0.8630831643002028,0.311653421039418
291,0.8620689655172413,0.3109165395548375
906,0.8610547667342799,0.31020069711776277
657,0.8600405679513184,0.3096252637237042
43,0.859026369168357,0.30900442305416315
172,0.8580121703853956,0.30806837420792677
400,0.8569979716024341,0.3072550588590633
324,0.8559837728194726,0.3065156719087774
569,0.8549695740365112,0.30577649088718967
62,0.8539553752535497,0.30425522703425845
309,0.8529411764705882,0.3034770911694186
944,0.8519269776876268,0.3029397202609855
767,0.8509127789046653,0.3022322865786321
66,0.8498985801217038,0.301428924449638
516,0.847870182555781,0.30029072227574616
672,0.8468559837728195,0.29956149447402153
91,0.845841784989858,0.29878679075395675
470,0.8448275862068966,0.29807880792843294
114,0.8438133874239351,0.2970164904756761
507,0.8427991886409736,0.29642293535717407
384,0.8417849898580122,0.2957385656877472
499,0.8407707910750507,0.29501414288871636
238,0.8387423935091278,0.29369170318297366
473,0.8377281947261663,0.2926806962946995
964,0.8367139959432048,0.29210337522101365
101,0.8356997971602435,0.29136230651980954
588,0.834685598377282,0.29064286033071496
520,0.8336713995943205,0.2898233327997864
461,0.8326572008113591,0.2891316869834374
905,0.8316430020283976,0.28853452811290475
937,0.8306288032454361,0.28790871083344427
536,0.8296146044624746,0.28723377956217344
966,0.8286004056795132,0.28664128840854836
956,0.8275862068965517,0.28597057867535086
153,0.8265720081135902,0.28514652071332686
566,0.8255578093306288,0.28451270653653704
196,0.8245436105476673,0.283771328942302
839,0.8235294117647058,0.28321075673514734
829,0.8225152129817445,0.28262681162203057
339,0.821501014198783,0.2818398208236469
493,0.8204868154158215,0.2809115629460359
539,0.8194726166328601,0.2802312432074528
642,0.8184584178498986,0.2795270700626507
692,0.8174442190669371,0.2789896991542147
973,0.8164300202839757,0.2784609086077217
240,0.8154158215010142,0.27774969956611056
570,0.8144016227180527,0.27714018497436793
423,0.8133874239350912,0.2763745764379603
39,0.8123732251521298,0.27566147971671956
235,0.8113590263691683,0.2749695593287788
442,0.8103448275862069,0.27429740809477526
305,0.8093306288032455,0.2735059555081788
34,0.808316430020284,0.2728386779197716
55,0.8073022312373225,0.27209005850004103
884,0.8062880324543611,0.2715779481771997
379,0.8052738336713996,0.2707908544144709
974,0.8042596348884381,0.270179349178754
704,0.8032454361054767,0.26958277377282486
621,0.8022312373225152,0.2688664851568988
497,0.8012170385395537,0.26819989399740807
708,0.8002028397565923,0.2675345040885915
1001,0.7991886409736308,0.26694307689981606
168,0.7981744421906694,0.2660798581657913
419,0.7971602434077079,0.2651433288192259
544,0.795131845841785,0.26393414989121056
878,0.7941176470588235,0.26339547476772807
651,0.7931034482758621,0.2627010832355099
833,0.7920892494929006,0.2621013502563658
860,0.7910750507099391,0.26148050958681274
818,0.7900608519269777,0.2607929823441523
237,0.7890466531440162,0.26010030688432506
421,0.7880324543610547,0.2592972193268695
760,0.7870182555780934,0.25873283743897596
274,0.7860040567951319,0.25806356920655343
688,0.7849898580121704,0.2575752093255745
568,0.783975659229209,0.25687361028930983
574,0.7829614604462475,0.2563048352560962
579,0.781947261663286,0.25565300231916843
207,0.7809330628803245,0.25494580888691515
190,0.7799188640973631,0.2542092019738784
877,0.7789046653144016,0.25354638617365044
171,0.7778904665314401,0.252817501586375
792,0.7768762677484787,0.25223887629763647
29,0.7758620689655172,0.25146623186439726
976,0.7748478701825557,0.25085277030612346
7,0.7738336713995944,0.25010439113648664
285,0.7718052738336714,0.248763932670562
635,0.7697768762677485,0.24779673465883417
552,0.768762677484787,0.24707763168419147
300,0.7677484787018256,0.24624001675023133
112,0.7667342799188641,0.24563245848098647
989,0.7657200811359026,0.24511269447525605
214,0.7647058823529411,0.244355342698551
48,0.7636916835699797,0.24361564685521428
371,0.7626774847870182,0.24279340792987997
269,0.7616632860040567,0.24193173366100318
933,0.7606490872210954,0.24136947970287298
880,0.7596348884381339,0.2406875125347638
109,0.7586206896551724,0.24011513374953727
532,0.757606490872211,0.23947977510756005
888,0.7565922920892495,0.2389990689094441
500,0.755578093306288,0.2384382907735721
336,0.7545638945233266,0.23772382119438118
479,0.7535496957403651,0.23721761416053627
726,0.7525354969574036,0.2365601181847166
98,0.7515212981744422,0.23592578918617027
84,0.7494929006085193,0.23403505494741744
598,0.7484787018255578,0.23350767158027141
236,0.7474645030425964,0.2327957761096604
88,0.7454361054766734,0.23165973618693667
325,0.7434077079107505,0.23049486624804605
751,0.742393509127789,0.2299218010338536
292,0.7413793103448276,0.2292200990332424
946,0.7403651115618661,0.22876736481509802
14,0.7393509127789046,0.22793469216962148
784,0.7383367139959433,0.2274385069985382
832,0.7373225152129818,0.22680572246515007
216,0.7363083164300203,0.22614187702148614
529,0.7352941176470589,0.22547604093384663
622,0.7352941176470589,0.22547604093384663
170,0.7332657200811359,0.2241598477315373
686,0.7322515212981744,0.22357724115485367
979,0.731237322515213,0.22309468159855236
641,0.7302231237322515,0.2224443931267741
131,0.72920892494929,0.22173102183391022
24,0.7281947261663286,0.22110043387317824
376,0.7261663286004056,0.21994664976193207
272,0.7251521298174443,0.21922981200283795
553,0.7241379310344828,0.21871787328720774
605,0.7221095334685599,0.2180130627440438
33,0.7210953346855984,0.21740334222358537
823,0.7200811359026369,0.21682924736595977
984,0.7190669371196755,0.21632671272703122
789,0.718052738336714,0.21582132940793639
313,0.7170385395537525,0.2152591440927053
388,0.716024340770791,0.21460532051179912
349,0.7150101419878296,0.21396148447220903
811,0.7139959432048681,0.21344453482519898
89,0.7129817444219066,0.21268901679441568
846,0.7129817444219066,0.21268901679441568
960,0.7119675456389453,0.21220007344882094
797,0.7109533468559838,0.2117547526634043
600,0.7099391480730223,0.2112284332611362
157,0.7089249492900609,0.2105119730379674
931,0.7079107505070994,0.209977588095464
748,0.7068965517241379,0.20930598600459552
617,0.7058823529411765,0.2088367774914942
895,0.704868154158215,0.2083345860670419
934,0.7038539553752535,0.2078215833865276
445,0.7028397565922921,0.20717033391420997
716,0.7028397565922921,0.20717033391420997
424,0.7018255578093306,0.20633069401482848
945,0.7008113590263692,0.20585366021162738
612,0.6997971602434077,0.20517100661456297
241,0.6987829614604463,0.20462684005942852
333,0.6977687626774848,0.2036039236286987
198,0.6967545638945233,0.20296509852049305
875,0.6967545638945233,0.20296509852049305
727,0.6957403651115619,0.20245329709065205
452,0.6937119675456389,0.20140076125046633
15,0.6926977687626775,0.2007169407241761
804,0.691683569979716,0.20020582572329154
834,0.6906693711967545,0.1996901459698446
674,0.6896551724137931,0.199192004476238
254,0.6886409736308317,0.19848069247024214
76,0.6876267748478702,0.19795207353097388
628,0.6866125760649088,0.1974733236553829
730,0.6855983772819473,0.19685570920192746
104,0.6845841784989858,0.19623397617473246
463,0.6835699797160243,0.1958159409403306
1,0.6825557809330629,0.19517550272407697
736,0.6815415821501014,0.19462035330564134
926,0.6805273833671399,0.19407979050252946
526,0.6795131845841785,0.19335687784717479
685,0.678498985801217,0.19271970016846138
262,0.6774847870182555,0.19204943661404578
538,0.6764705882352942,0.19153952286383685
851,0.6754563894523327,0.19103444843776662
16,0.6744421906693712,0.19033446250954256
496,0.6734279918864098,0.18972525681079758
69,0.6724137931034483,0.18902901192039084
807,0.6713995943204868,0.1885353322149957
485,0.6703853955375254,0.18797554940111066
729,0.6693711967545639,0.18748132055254987
203,0.6683569979716024,0.1868743457479159
448,0.6673427991886409,0.1862487000756693
872,0.6663286004056795,0.18572289549512036
897,0.665314401622718,0.18529415196899632
925,0.6643002028397565,0.1848087780539751
907,0.6622718052738337,0.1839598713636789
82,0.6602434077079108,0.18219592055315706
676,0.6592292089249493,0.18166325168304795
677,0.6582150101419878,0.1811814815200473
830,0.6582150101419878,0.1811814815200473
484,0.6572008113590264,0.18059372672618854
919,0.6561866125760649,0.18013042150211286
604,0.6551724137931034,0.17961559978486932
718,0.654158215010142,0.1791568593133503
759,0.6531440162271805,0.17865518271061626
998,0.652129817444219,0.1782147355707878
320,0.6501014198782962,0.17717496730918228
429,0.6490872210953347,0.17659716573518988
813,0.6480730223123732,0.17606703665221915
697,0.6470588235294118,0.17561752865016536
910,0.6460446247464503,0.17518171490578788
306,0.6440162271805274,0.17408473279067346
800,0.6430020283975659,0.17358048207935195
133,0.6419878296146044,0.17280100767799125
562,0.640973630831643,0.1721988378760443
271,0.6389452332657201,0.171150008752222
879,0.6379310344827587,0.17075212020768712
954,0.6369168356997972,0.17024210349313335
586,0.6359026369168357,0.16971588705520918
307,0.6348884381338742,0.16916533671078463
149,0.6338742393509128,0.16858770674403342
615,0.6328600405679513,0.16793693777198127
301,0.6318458417849898,0.16707519486019715
456,0.6308316430020284,0.16659771487817707
575,0.6298174442190669,0.16611618496531108
715,0.6288032454361054,0.16566911378605464
357,0.6277890466531441,0.16507174898680543
340,0.6257606490872211,0.16387396477945707
629,0.6247464503042597,0.16344484371740764
8,0.6237322515212982,0.16288368804560133
364,0.6227180527383367,0.16236948411441562
555,0.6217038539553753,0.16189234734687355
192,0.6206896551724138,0.16141840247397388
515,0.6196754563894523,0.16084214536513128
284,0.6186612576064908,0.16023342016665598
640,0.6176470588235294,0.1597446141068546
160,0.6156186612576064,0.15628549266720573
742,0.6146044624746451,0.15581813751228896
855,0.6135902636916836,0.15542038625354151
867,0.6125760649087221,0.15497382989599942
363,0.6115618661257607,0.15436342294658242
556,0.6105476673427992,0.15391031119250773
483,0.6095334685598377,0.1533407467659891
140,0.6085192697768763,0.15276994676735087
725,0.6075050709939148,0.15229486928667574
229,0.6064908722109533,0.15174692737228054
189,0.6044624746450304,0.15071635725870222
585,0.603448275862069,0.15030841252995328
857,0.6024340770791075,0.14986834292604953
453,0.6014198782961461,0.14932348994195907
296,0.6004056795131846,0.1487139410287356
490,0.5993914807302231,0.14814060124295342
